m,M,difference_error_M_minus_MoS,difference_error_M_minus_MoSChangeEpsDelta,difference_error_MChangeEpsDelta_minus_MoS
0.53,0.53,-5.3579620076907386e-06,-4.902022115730876e-06,-5.3576959261027385e-06
0.54,0.54,-5.9484036903847005e-06,-6.246908567720001e-06,-5.950480859978046e-06
0.55,0.55,-8.00762178299669e-06,-4.028516245235563e-06,-8.010262314360972e-06
0.56,0.56,-1.2274360562238012e-05,-7.070548281776388e-06,-1.2276172228185219e-05
0.57,0.57,-8.312281851998039e-06,-4.953177079215341e-06,-8.314832501373622e-06
0.58,0.58,-1.4662188712714874e-05,-8.700224559854967e-06,-1.4665772093405806e-05
0.59,0.59,-4.4421490458000405e-06,-6.13499363466092e-06,-4.443221582947961e-06
0.6,0.6,-2.2317852029968734e-05,-9.358675315173601e-06,-2.23206510555041e-05
0.61,0.61,-1.3287383054868456e-05,-7.065114085545356e-06,-1.3290102501101058e-05
0.62,0.62,-1.0286980046177775e-05,-1.0847169174067377e-05,-1.0287545834616685e-05
0.63,0.63,-2.025804478355077e-05,-9.353708977996064e-06,-2.026088519701914e-05
0.64,0.64,-1.314659893487528e-05,-2.4465248973748743e-05,-1.3147449511208661e-05
0.65,0.65,-1.794767645334008e-05,-2.488496172338119e-05,-1.7949710760898756e-05
0.66,0.66,-3.3879986630853994e-05,-1.7046411791253744e-05,-3.388189081320807e-05
0.67,0.67,-3.35598472774911e-05,-1.5174322777831384e-05,-3.356203540053058e-05
0.68,0.68,-2.38485111438133e-05,-3.165209717271422e-05,-2.3849898826413605e-05
0.69,0.69,-1.8525566170150845e-05,-9.44431680037361e-06,-1.8528389226320993e-05
0.7,0.7,-2.3162574933407204e-05,-5.247062133555316e-05,-2.316524051744197e-05
0.71,0.71,-2.667179988631037e-05,-2.3005572887437376e-05,-2.6673368494532756e-05
0.72,0.72,-5.451426200350045e-05,-3.754958338962097e-05,-5.452240337549767e-05
0.73,0.73,-5.156863529043847e-05,-4.5008184765651346e-05,-5.1571255141394216e-05
0.74,0.74,-6.563241532037579e-05,-3.63712697799983e-05,-6.563453299013593e-05
0.75,0.75,-2.4345296996889377e-05,-3.443024353180262e-05,-2.4348900410689288e-05
0.76,0.76,-0.00010803652900900893,-0.00010189318251180892,-0.00010803840599704017
0.77,0.77,-0.00011891335020774557,-7.91311771982125e-05,-0.00011891713004098726
0.78,0.78,-3.689691739259346e-05,-5.7030408039886575e-05,-3.6898607172310176e-05
0.79,0.79,-5.3049285605855345e-05,-0.00015387539418671535,-5.305200829279137e-05
0.8,0.8,-0.00018669609135618656,-0.00022872887918838657,-0.00018669784821679763
0.81,0.81,-0.00020073652041217502,-0.00010903123259307502,-0.00020073783183770181
0.82,0.82,-0.00019468045022834048,-0.0005512826584958405,-0.0001946821568330005
0.83,0.83,-0.00030521222442952294,-9.65349599141389e-05,-0.00030521410654292796
0.84,0.84,-0.00028926674787684703,-0.0005924798690083471,-0.00028926856245266406
0.85,0.85,-0.0003501349630479895,-0.0003264730457100895,-0.0003501360041048084
0.86,0.86,-0.0002591926387814569,-0.00023467326599635693,-0.00025919520870460144
0.87,0.87,-0.0008001676078645039,-0.0006039851073286039,-0.0008001690009134636
0.88,0.88,-0.0006451712033805383,-0.0018160996794989383,-0.0006451727662708231
0.89,0.89,-0.0009498964341764749,-0.0012921804819110748,-0.0009498992406960279
0.9,0.9,-0.0006083994970252298,-0.0004461851154381299,-0.0006084040342063165
0.91,0.91,-0.002524229464825272,-0.003188190363941872,-0.0025242312235732246
0.92,0.92,-0.0027439657586948614,-0.0021765144165228614,-0.0027439695600401455
0.93,0.93,-0.004080872022142035,-0.004800852904459835,-0.004080873796090898
0.94,0.94,-0.010754213846927542,-0.012328486600934642,-0.010754215986801898
0.95,0.95,-0.036840888848326626,-0.010051237843589023,-0.036840890709231015
0.96,0.96,-0.05904376606055585,-0.08277039629521477,-0.05904376849489218
0.97,0.97,,,
0.98,0.98,,,
0.99,0.99,,,
0.1,0.2,-1.9238551989566568e-07,,-1.6685941746365305e-07
0.1,0.3,-2.483972312532644e-07,,-1.2897387912075568e-07
0.1,0.4,-3.7076253473302925e-07,,-2.0517486687603157e-07
0.1,0.5,-4.370430688834608e-07,,-2.667055198004934e-07
0.1,0.6,-2.763389047835457e-07,,1.930573817234593e-08
0.1,0.7,-3.815193330100146e-07,,8.493559643500873e-08
0.1,0.8,-1.937656752907037e-06,,-1.4940086978927927e-06
0.1,0.9,-2.1612974618586415e-06,,-1.7302985897071993e-06
0.2,0.3,-3.990064569971725e-07,,-3.88806789045232e-07
0.2,0.4,-4.2459306622290177e-07,,-3.771625302676363e-07
0.2,0.5,-1.1766143585359555e-06,,-1.0900358386640441e-06
0.2,0.6,-9.478306751842072e-07,,-8.075972092508952e-07
0.2,0.7,-1.1788838040456353e-06,,-1.0826407237935403e-06
0.2,0.8,-1.8418618776611194e-06,,-1.6057548621730098e-06
0.2,0.9,-1.557694107954011e-06,,-1.358319337877283e-06
0.3,0.4,-9.735960040232172e-07,,-9.55166201842605e-07
0.3,0.5,-1.5612783152750312e-06,,-1.5426279888939083e-06
0.3,0.6,-1.3378614834307631e-06,,-1.3007574534508469e-06
0.3,0.7,-2.187487327212052e-06,,-2.142709164564045e-06
0.3,0.8,-6.435408703819259e-06,,-6.3562062616333045e-06
0.3,0.9,-3.966727477905227e-06,,-3.771626736113828e-06
0.4,0.5,-1.9600432447368382e-06,,-1.957190285955574e-06
0.4,0.6,-4.1895075163156596e-06,,-4.184521694209646e-06
0.4,0.7,-4.621604797706781e-06,,-4.592437417071319e-06
0.4,0.8,-2.352050945274851e-06,,-2.3091806357985687e-06
0.4,0.9,-3.926273461178588e-06,,-3.816749402027172e-06
0.5,0.6,-6.682892222209152e-06,-5.347427779942358e-06,-6.681940610735822e-06
0.5,0.7,-6.432892362835849e-06,,-6.4282752901210595e-06
0.5,0.8,-5.223462601582453e-06,,-5.2041779756255325e-06
0.5,0.9,-2.1121868798476612e-05,,-2.1040708660619348e-05
0.6,0.7,-1.4661556227381441e-05,,-1.465855048032608e-05
0.6,0.8,-2.7243353274659228e-05,,-2.7230889244186575e-05
0.6,0.9,-3.000209726149057e-05,,-2.993409840355052e-05
0.7,0.8,-4.537783617167685e-05,,-4.537667613358919e-05
0.7,0.9,-5.537305434596973e-05,,-5.536574340531196e-05
0.8,0.9,-0.00018654851902212094,,-0.00018654375176304914
