m,M,difference_laplace_error_M_minus_MoS,difference_gaussian_error_M_minus_MoS,difference_exponential_error_M_minus_MoS,difference_exponential_mechanism_error_M_minus_MoS,difference_laplace_error_M_minus_MoSChangeEpsDelta,difference_gaussian_error_M_minus_MoSChangeEpsDelta,difference_exponential_error_M_minus_MoSChangeEpsDelta,difference_exponential_mechanism_error_M_minus_MoSChangeEpsDelta,difference_laplace_error_MChangeEpsDelta_minus_MoS,difference_gaussian_error_MChangeEpsDelta_minus_MoS,difference_exponential_error_MChangeEpsDelta_minus_MoS,difference_exponential_mechanism_error_MChangeEpsDelta_minus_MoS
0.01,0.07,-0.20750000000000002,-0.12549999999999994,-0.19900000000000007,-0.1825,,,,,-0.21150000000000002,-0.25649999999999995,-0.22150000000000003,-0.236
0.01,0.08,-0.22799999999999998,-0.125,-0.23099999999999998,-0.20399999999999996,,,,,-0.235,-0.277,-0.252,-0.252
0.01,0.09,-0.25050000000000006,-0.15350000000000008,-0.23350000000000004,-0.21299999999999997,,,,,-0.253,-0.29100000000000004,-0.256,-0.264
0.02,0.03,-0.13050000000000006,-0.08400000000000007,-0.11750000000000005,-0.122,,,,,-0.134,-0.1955,-0.14150000000000007,-0.16049999999999998
0.02,0.04,-0.15050000000000008,-0.10250000000000004,-0.14500000000000002,-0.15849999999999997,,,,,-0.15600000000000003,-0.23099999999999998,-0.16849999999999998,-0.1965
0.02,0.05,-0.16000000000000003,-0.08199999999999996,-0.16049999999999998,-0.14749999999999996,,,,,-0.16500000000000004,-0.21899999999999997,-0.19299999999999995,-0.19899999999999995
0.02,0.06,-0.1875,-0.11249999999999993,-0.18999999999999995,-0.16900000000000004,,,,,-0.1935,-0.25449999999999995,-0.21299999999999997,-0.22350000000000003
0.02,0.07,-0.2025,-0.12649999999999995,-0.19200000000000006,-0.1795,,,,,-0.20750000000000002,-0.25949999999999995,-0.21450000000000002,-0.23050000000000004
0.02,0.08,-0.23750000000000004,-0.14800000000000002,-0.22150000000000003,-0.21699999999999997,,,,,-0.24250000000000005,-0.27949999999999997,-0.243,-0.26
0.02,0.09,-0.24950000000000006,-0.16049999999999998,-0.23449999999999993,-0.22849999999999993,,,,,-0.253,-0.31399999999999995,-0.26049999999999995,-0.27349999999999997
0.03,0.04,-0.14250000000000007,-0.07550000000000001,-0.14050000000000007,-0.13750000000000007,-0.21250000000000002,-0.23650000000000004,-0.244,-0.27649999999999997,-0.14950000000000008,-0.1815,-0.16400000000000003,-0.1785000000000001
0.03,0.05,-0.1865,-0.132,-0.1735,-0.16600000000000004,,,,,-0.1925,-0.254,-0.20000000000000007,-0.20650000000000002
0.03,0.06,-0.19399999999999995,-0.09550000000000003,-0.1935,-0.17049999999999998,,,,,-0.19899999999999995,-0.23050000000000004,-0.22099999999999997,-0.22099999999999997
0.03,0.07,-0.20899999999999996,-0.10999999999999999,-0.19900000000000007,-0.1875,,,,,-0.21299999999999997,-0.25,-0.21350000000000002,-0.23150000000000004
0.03,0.08,-0.23850000000000005,-0.1695000000000001,-0.2300000000000001,-0.21799999999999997,,,,,-0.24250000000000005,-0.29500000000000004,-0.24950000000000006,-0.26049999999999995
0.03,0.09,-0.252,-0.15500000000000003,-0.23450000000000004,-0.22350000000000003,,,,,-0.25649999999999995,-0.29400000000000004,-0.256,-0.27
0.04,0.05,-0.16149999999999998,-0.08599999999999997,-0.15100000000000002,-0.1499999999999999,-0.20099999999999996,-0.1835,-0.20450000000000002,-0.23299999999999998,-0.16900000000000004,-0.16700000000000004,-0.1695000000000001,-0.18799999999999994
0.04,0.06,-0.1955,-0.11099999999999999,-0.18000000000000005,-0.16600000000000004,,,,,-0.2005,-0.21799999999999997,-0.20450000000000002,-0.21500000000000008
0.04,0.07,-0.20399999999999996,-0.127,-0.1995,-0.21299999999999997,,,,,-0.20899999999999996,-0.255,-0.22650000000000003,-0.254
0.04,0.08,-0.24,-0.1635000000000001,-0.22299999999999998,-0.20399999999999996,,,,,-0.245,-0.2975000000000001,-0.247,-0.245
0.04,0.09,-0.2400000000000001,-0.139,-0.249,-0.22099999999999997,,,,,-0.24750000000000005,-0.28800000000000003,-0.265,-0.26949999999999996
0.05,0.06,-0.19999999999999996,-0.12150000000000005,-0.1945,-0.1885,-0.1965,-0.15050000000000008,-0.1905,-0.1985,-0.20550000000000002,-0.16300000000000003,-0.21699999999999997,-0.2230000000000001
0.05,0.07,-0.20850000000000002,-0.122,-0.19300000000000006,-0.18000000000000005,-0.2995,-0.35250000000000004,-0.386,-0.39349999999999996,-0.21450000000000002,-0.22299999999999998,-0.21050000000000002,-0.22350000000000003
0.05,0.08,-0.2280000000000001,-0.14500000000000002,-0.22799999999999998,-0.20550000000000002,,,,,-0.23550000000000004,-0.25950000000000006,-0.253,-0.25850000000000006
0.05,0.09,-0.25950000000000006,-0.16400000000000003,-0.248,-0.22799999999999998,,,,,-0.268,-0.2885000000000001,-0.2725000000000001,-0.27349999999999997
0.06,0.07,-0.21099999999999997,-0.133,-0.20450000000000002,-0.1885,-0.20850000000000002,-0.15750000000000008,-0.21250000000000002,-0.2154999999999999,-0.21599999999999997,-0.1865,-0.22000000000000008,-0.20500000000000007
0.06,0.08,-0.2240000000000001,-0.11950000000000005,-0.20600000000000007,-0.1985,-0.2735000000000001,-0.2705000000000001,-0.28500000000000003,-0.3125,-0.23050000000000004,-0.20650000000000002,-0.22550000000000003,-0.2340000000000001
0.06,0.09,-0.25349999999999995,-0.15800000000000003,-0.255,-0.23550000000000004,,,,,-0.26049999999999995,-0.26849999999999996,-0.273,-0.278
0.07,0.08,-0.2410000000000001,-0.1615000000000001,-0.22699999999999998,-0.20899999999999996,-0.22950000000000004,-0.1615000000000001,-0.22599999999999998,-0.2044999999999999,-0.24350000000000005,-0.20300000000000007,-0.23850000000000005,-0.23399999999999999
0.07,0.09,-0.25349999999999995,-0.1755,-0.24149999999999994,-0.22399999999999998,-0.267,-0.23649999999999993,-0.28,-0.253,-0.25649999999999995,-0.236,-0.25849999999999995,-0.26549999999999996
0.08,0.09,-0.24649999999999994,-0.14900000000000002,-0.22249999999999992,-0.23350000000000004,-0.258,-0.1905,-0.24549999999999994,-0.24750000000000005,-0.25049999999999994,-0.17399999999999993,-0.23949999999999994,-0.24250000000000005
