m,M,difference_laplace_error_M_minus_MoS,difference_gaussian_error_M_minus_MoS,difference_exponential_error_M_minus_MoS,difference_exponential_mechanism_error_M_minus_MoS,difference_laplace_error_M_minus_MoSChangeEpsDelta,difference_gaussian_error_M_minus_MoSChangeEpsDelta,difference_exponential_error_M_minus_MoSChangeEpsDelta,difference_exponential_mechanism_error_M_minus_MoSChangeEpsDelta,difference_laplace_error_MChangeEpsDelta_minus_MoS,difference_gaussian_error_MChangeEpsDelta_minus_MoS,difference_exponential_error_MChangeEpsDelta_minus_MoS,difference_exponential_mechanism_error_MChangeEpsDelta_minus_MoS
0.03,0.04,-0.20399999999999996,-0.10599999999999998,-0.19700000000000006,-0.14750000000000008,-0.353,-0.353,-0.47450000000000003,-0.4625,-0.21799999999999997,-0.27249999999999996,-0.253,-0.26650000000000007
0.03,0.05,-0.23350000000000004,-0.119,-0.21750000000000003,-0.1945,,,,,-0.24650000000000005,-0.36650000000000005,-0.2935000000000001,-0.3215
0.03,0.06,-0.26650000000000007,-0.14600000000000002,-0.239,-0.20950000000000002,,,,,-0.281,-0.41700000000000004,-0.3185,-0.33599999999999997
0.03,0.07,-0.28700000000000003,-0.17149999999999999,-0.26949999999999996,-0.2380000000000001,,,,,-0.30300000000000005,-0.4375,-0.3375,-0.36850000000000005
0.03,0.08,-0.3435,-0.1875,-0.3145,-0.276,,,,,-0.358,-0.4615,-0.38149999999999995,-0.404
0.03,0.09,-0.349,-0.1825,-0.30700000000000005,-0.2815,,,,,-0.364,-0.46599999999999997,-0.385,-0.4185
0.04,0.05,-0.21899999999999997,-0.14250000000000007,-0.21100000000000008,-0.1895,-0.2835,-0.29000000000000004,-0.3500000000000001,-0.34650000000000003,-0.23150000000000004,-0.25550000000000006,-0.25550000000000006,-0.2829999999999999
0.04,0.06,-0.267,-0.11850000000000005,-0.2340000000000001,-0.21550000000000002,,,,,-0.28300000000000003,-0.32300000000000006,-0.30000000000000004,-0.33100000000000007
0.04,0.07,-0.3065,-0.13950000000000007,-0.28900000000000003,-0.25950000000000006,,,,,-0.3225,-0.4025000000000001,-0.36150000000000004,-0.391
0.04,0.08,-0.3095,-0.1945,-0.2865,-0.268,,,,,-0.32999999999999996,-0.43799999999999994,-0.368,-0.388
0.04,0.09,-0.3550000000000001,-0.1785,-0.3275,-0.27849999999999997,,,,,-0.37050000000000005,-0.4515,-0.395,-0.4175
0.05,0.06,-0.28400000000000003,-0.14049999999999996,-0.26749999999999996,-0.242,-0.28900000000000003,-0.21650000000000003,-0.32899999999999996,-0.32999999999999996,-0.2935,-0.24249999999999994,-0.30999999999999994,-0.3185
0.05,0.07,-0.3015,-0.14900000000000002,-0.2855,-0.23250000000000004,-0.5229999999999999,-0.44649999999999995,-0.657,-0.6065,-0.3125,-0.3285,-0.3370000000000001,-0.3530000000000001
0.05,0.08,-0.3205,-0.20299999999999996,-0.29600000000000004,-0.25050000000000006,,,,,-0.33299999999999996,-0.4099999999999999,-0.363,-0.38250000000000006
0.05,0.09,-0.34550000000000003,-0.18499999999999994,-0.3205,-0.3065,,,,,-0.36150000000000004,-0.4415,-0.395,-0.4235000000000001
0.06,0.07,-0.2915,-0.1675000000000001,-0.25749999999999995,-0.22799999999999998,-0.32599999999999996,-0.23550000000000004,-0.3125,-0.3195,-0.30400000000000005,-0.23450000000000004,-0.2919999999999999,-0.28900000000000003
0.06,0.08,-0.3325,-0.16149999999999998,-0.29500000000000004,-0.27449999999999997,-0.4235,-0.3785,-0.5085,-0.5045,-0.346,-0.3284999999999999,-0.3630000000000001,-0.36949999999999994
0.06,0.09,-0.35650000000000004,-0.21299999999999997,-0.3065,-0.31099999999999994,,,,,-0.371,-0.40800000000000003,-0.38,-0.40900000000000003
0.07,0.08,-0.2945,-0.16049999999999998,-0.28300000000000003,-0.24850000000000005,-0.35,-0.21150000000000002,-0.3425,-0.3295,-0.30600000000000005,-0.23350000000000004,-0.3155,-0.2985
0.07,0.09,-0.3530000000000001,-0.20200000000000007,-0.34450000000000003,-0.3035,-0.41600000000000004,-0.33,-0.44,-0.46099999999999997,-0.3620000000000001,-0.3400000000000001,-0.38750000000000007,-0.392
0.08,0.09,-0.34950000000000003,-0.1965,-0.31100000000000005,-0.2905,-0.35649999999999993,-0.24850000000000005,-0.35050000000000003,-0.3085,-0.36450000000000005,-0.254,-0.3425,-0.3205
