m,M,difference_laplace_error_M_minus_MoS,difference_gaussian_error_M_minus_MoS,difference_exponential_error_M_minus_MoS,difference_exponential_mechanism_error_M_minus_MoS,difference_laplace_error_M_minus_MoSChangeEpsDelta,difference_gaussian_error_M_minus_MoSChangeEpsDelta,difference_exponential_error_M_minus_MoSChangeEpsDelta,difference_exponential_mechanism_error_M_minus_MoSChangeEpsDelta,difference_laplace_error_MChangeEpsDelta_minus_MoS,difference_gaussian_error_MChangeEpsDelta_minus_MoS,difference_exponential_error_MChangeEpsDelta_minus_MoS,difference_exponential_mechanism_error_MChangeEpsDelta_minus_MoS
0.03,0.05,-0.21050000000000002,-0.22850000000000004,-0.21599999999999997,-0.21350000000000002,-0.24,-0.26250000000000007,-0.24050000000000005,-0.248,-0.21050000000000002,-0.22999999999999998,-0.21599999999999997,-0.21350000000000002
0.03,0.06,-0.25949999999999995,-0.28200000000000003,-0.26049999999999995,-0.25749999999999995,-0.25649999999999995,-0.32700000000000007,-0.26949999999999996,-0.27949999999999997,-0.25949999999999995,-0.2825,-0.26049999999999995,-0.25749999999999995
0.03,0.07,-0.28800000000000003,-0.3035,-0.28500000000000003,-0.2885,-0.28300000000000003,-0.372,-0.30700000000000005,-0.32199999999999995,-0.28800000000000003,-0.3045,-0.28500000000000003,-0.2885
0.03,0.08,-0.32299999999999995,-0.33100000000000007,-0.32399999999999995,-0.3235,-0.35,-0.5145000000000001,-0.40249999999999997,-0.4345,-0.32299999999999995,-0.3315,-0.32399999999999995,-0.3235
0.03,0.09,-0.347,-0.36550000000000005,-0.34450000000000003,-0.35150000000000003,,,,,-0.347,-0.36750000000000005,-0.34450000000000003,-0.35150000000000003
0.04,0.05,-0.1985,-0.2280000000000001,-0.19999999999999996,-0.21250000000000002,-0.21950000000000003,-0.24750000000000005,-0.21999999999999997,-0.22250000000000003,-0.1985,-0.22750000000000004,-0.19999999999999996,-0.21250000000000002
0.04,0.06,-0.247,-0.27,-0.25649999999999995,-0.255,-0.24850000000000005,-0.2765000000000001,-0.24350000000000005,-0.24850000000000005,-0.247,-0.27,-0.256,-0.255
0.04,0.07,-0.28800000000000003,-0.31300000000000006,-0.29600000000000004,-0.29100000000000004,-0.2875,-0.3195,-0.2915,-0.3085,-0.28800000000000003,-0.3135,-0.29600000000000004,-0.29100000000000004
0.04,0.08,-0.3145,-0.33899999999999997,-0.3125,-0.3275,-0.3145,-0.35150000000000003,-0.32499999999999996,-0.33199999999999996,-0.3145,-0.33999999999999997,-0.3125,-0.3275
0.04,0.09,-0.33899999999999997,-0.35450000000000004,-0.3425,-0.34650000000000003,-0.3385,-0.4135000000000001,-0.3355,-0.358,-0.33899999999999997,-0.355,-0.3425,-0.34650000000000003
0.05,0.06,-0.25649999999999995,-0.2715000000000001,-0.26,-0.26449999999999996,-0.24550000000000005,-0.26250000000000007,-0.24450000000000005,-0.251,-0.25649999999999995,-0.2725000000000001,-0.26,-0.26449999999999996
0.05,0.07,-0.2915,-0.3055000000000001,-0.29600000000000004,-0.2955,-0.30000000000000004,-0.32200000000000006,-0.30400000000000005,-0.31000000000000005,-0.2915,-0.30600000000000005,-0.29600000000000004,-0.2955
0.05,0.08,-0.3115,-0.3265,-0.31499999999999995,-0.31600000000000006,-0.3045,-0.3225,-0.3185,-0.32300000000000006,-0.3115,-0.3275,-0.31499999999999995,-0.3165
0.05,0.09,-0.3405,-0.36250000000000004,-0.34850000000000003,-0.35,-0.34099999999999997,-0.35950000000000004,-0.345,-0.34950000000000003,-0.3405,-0.36250000000000004,-0.34850000000000003,-0.35
0.06,0.07,-0.2995,-0.31700000000000006,-0.2935,-0.30000000000000004,-0.28900000000000003,-0.2975000000000001,-0.28049999999999997,-0.2855,-0.2995,-0.31700000000000006,-0.2935,-0.30000000000000004
0.06,0.08,-0.32399999999999995,-0.3365,-0.32399999999999995,-0.3285,-0.3245,-0.3335,-0.32199999999999995,-0.3315,-0.32399999999999995,-0.3365,-0.32399999999999995,-0.32899999999999996
0.06,0.09,-0.3375,-0.3510000000000001,-0.3365,-0.3385,-0.3335,-0.3520000000000001,-0.3375,-0.34199999999999997,-0.3375,-0.35250000000000004,-0.33699999999999997,-0.3385
0.07,0.08,-0.31799999999999995,-0.33699999999999997,-0.3205,-0.31799999999999995,-0.32199999999999995,-0.33099999999999996,-0.32499999999999996,-0.31899999999999995,-0.31799999999999995,-0.3375,-0.3205,-0.31799999999999995
0.07,0.09,-0.353,-0.36450000000000005,-0.3530000000000001,-0.36450000000000005,-0.34950000000000003,-0.3600000000000001,-0.3510000000000001,-0.34550000000000003,-0.353,-0.366,-0.35350000000000004,-0.365
0.08,0.09,-0.32899999999999996,-0.34650000000000003,-0.33599999999999997,-0.33799999999999997,-0.33799999999999997,-0.34450000000000003,-0.3395,-0.33499999999999996,-0.32899999999999996,-0.347,-0.33599999999999997,-0.33799999999999997
